id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,correoelec,latitud,longitud,fecha_alta
9387971,09016722516001361000018998S4,LITTLE CAESARS LAGO COMO,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,AVENIDA,MARINA NACIONAL,CALLE,Lago Como,CALLE,Mar Tirreno,CALLE,Felipe Carrillo Puerto,96,,,COLONIA,ANAHUAC,,,,11400,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo                                                                                                ,0177,014,,19.45010272,-99.18364026,2022-11
9229622,09010722516001543000038496S0,LITTLE CAESARS LAS AGUILAS,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALZADA,CALZADA DE LAS ÁGUILAS,CALLE,LLANURAS,CALLE,TERCERA CERRADA BAHÍA,CALLE,ISLOTE,1059,,,COLONIA,AMPLIACION LAS AGUILAS,,,,,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón                                                                                                ,181A,022,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.34981344,-99.22307247,2020-04
9387975,09007722516002931000018998S2,LITTLE CAESARS LAS TORRES,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),AVENIDA,Primavera,CALLE,Tetlalpa,CALLE,Paseo Tetlalpa,,,,COLONIA,AMPLIACION SANTIAGO ACAHUALTEPEC,,,,09609,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,2600,008,,19.35200954,-99.01546829,2022-11
9387981,09007722516002941000018998S1,LITTLE CAESARS LEYES DE REFORMA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,AVENIDA,CANAL DE TEZONTLE,CALLE,3 de Junio de 1861,CALLE,24 de Marzo de 1867,CALLE,Batalla de Calpulalpan,,,,COLONIA,LEYES DE REFORMA 3RA SECCION,,,,09310,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,0214,024,,19.38254065,-99.06162103,2022-11
9387961,09002722516001011000000000S5,LITTLE CAESARS LOMAS ESTRELLA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,AVENIDA,TLÁHUAC,CALLE,Tiberiades,CALLE,Siracusa,CERRADA,Morelos,4339,,,COLONIA,LOMAS ESTRELLA,,,,09890,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,4429,001,,19.32194273,-99.09524878,2022-11
6744573,09005722517002504011018998S9,LITTLE CAESARS LORETO FABELA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,EJE VIAL,4 NORTE (AVENIDA 510),AVENIDA,José Loreto Fabela,CALLE,Ninguno,CALLE,Ignacio Allende,242,,,COLONIA,SAN JUAN DE ARAGON,,,,07950,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,2131,009,,19.46411191,-99.08135382,2016-10
9414169,09008722516000493000038496S3,LITTLE CAESARS LUIS CABRERA,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,LUIS CABRERA,AVENIDA,SAN BERNABE,CERRADA,JUAN CORREA,CALLE,PRESA,4,,,COLONIA,LA MALINCHE,,,,,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras                                                                                        ,0160,022,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.32039876,-99.24067663,2023-11
9229334,09007722516002723000038496S3,LITTLE CAESARS MANUEL CANAS,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,MANUEL CAÑAS (VILLA BRAZ),CALLE,VILLA BERTHE,CALLE,VILLA BRUSUAL,CALLE,VILLA CADIMA,74,,,COLONIA,DESARROLLO URBANO,,,,,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,305A,050,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.33374476,-99.04279469,2020-04
9230065,09014722516001243000038496S9,LITTLE CAESARS MATIAS ROMERO,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,MATÍAS ROMERO,EJE VIAL,2 PONIENTE (GABRIEL MANCERA),CALLE,LÓPEZ COTILLA,EJE VIAL,6 SUR (ÁNGEL URRAZA),332,,,COLONIA,DEL VALLE,,,,,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez                                                                                                 ,0609,014,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.38029549,-99.16610672,2020-04
6761533,09007722517003733010018998S9,LITTLE CAESARS METRO ACATITLA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,OTRO(ESPECIFIQUE),SIN REFERENCIA,CALLE,Amador Salazar,CALLE,Emiliano Zapata,CALLE,Cayetano Andrade,3089,,,COLONIA,SANTA MARTHA ACATITLA,,,,09510,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,0854,009,,19.3649118,-99.0066157,2016-10
9230376,09015722516002773000038496S1,LITTLE CAESARS METRO INSURGENTES,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,OTRO(ESPECIFIQUE),GLORIETA,AVENIDA,Insurgentes Sur,CALLE,Jalapa,OTRO(ESPECIFIQUE),Glorieta,,,,COLONIA,ROMA NORTE,,GLORIETA DE INSURGENTES,31,06700,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,095A,016,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.42308734,-99.16297728,2020-04
9387962,09015722516002871000018998S3,LITTLE CAESARS METRO JUAREZ,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,CALLE,ARTÍCULO 123,AVENIDA,Balderas,CALLE,Revillagigedo,CALLE,Independencia,97,,,COLONIA,CENTRO,,,,06010,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,0748,025,,19.43291726,-99.14759506,2022-11
6752649,09015722517002383010018998S7,LITTLE CAESARS METRO SEVILLA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,LONDRES,EJE VIAL,3 Poniente (Sevilla),CERRADA,Londres,CALLE,Hamburgo,265,,,COLONIA,JUAREZ,,,,06600,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,0983,004,,19.42237581,-99.17054952,2016-10
9387970,09017722516001061000018998S8,LITTLE CAESARS MORAZAN,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,AVENIDA,GENERAL FRANCISCO MORAZÁN,CALLE,25,CALLE,23,AVENIDA,10,119,,,COLONIA,GENERAL IGNACIO ZARAGOZA,,,,15000,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza                                                                                           ,1191,005,,19.41409917,-99.09331799,2022-11
9387990,09015722516002911000018998S7,LITTLE CAESARS MOTOLINIA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,CALLE,5 DE MAYO,CALLE,Motolinía,CALLE,Isabel la Católica,CALLE,Tacuba,34,,,COLONIA,CENTRO,,,,06000,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,0767,010,,19.43433723,-99.13691684,2022-11
9229853,09013722516000823000038496S1,LITTLE CAESARS NATIVITAS,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,CAMINO A NATIVITAS,CALLE,MADRESELVA,CALLE,CICLAMEN,CALLE,GARDENIA,537,,,BARRIO,XALTOCAN,,,,,09,Ciudad de México,013,Xochimilco,0001,Xochimilco                                                                                                    ,0334,016,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.25081574,-99.0971191,2020-04
9387958,09015722516002861000018998S4,LITTLE CAESARS NUEVO LEON,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,CALLE,HERMOSILLO,EJE VIAL,4 Sur (Chilpancingo),AVENIDA,Insurgentes Sur,CALLE,Nogales,26,,,COLONIA,ROMA SUR,,,,06760,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,1445,007,,19.40200717,-99.16955293,2022-11
9387979,09015722516002891000018998S1,LITTLE CAESARS OBRERA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,DIAGONAL,20 DE NOVIEMBRE,CALLE,Cadena,CALLE,Fernando de Alva Ixtlixóchitl,OTRO(ESPECIFIQUE),NINGUNO,362,,,COLONIA,OBRERA,,,,06800,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,1040,026,,19.41997679,-99.13971229,2022-11
9229625,09010722516001573000038496S7,LITTLE CAESARS OLIVAR DEL CONDE,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CERRADA,CERRADA DEL ROSAL,AVENIDA,Alta Tensión,CERRADA,Santa Lucía,CERRADA,Rosa Chica,216,,,COLONIA,MOLINO DE ROSAS,,,,01470,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón                                                                                                ,2131,025,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.37217414,-99.20425329,2020-04
6751559,09002722517000813010018998S3,LITTLE CAESARS PARQUE JARDIN,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,JARDÍN,CALLE,Ferrocarril Central,CERRADA,Tercera Jardín,AVENIDA,Jardín,330,,,COLONIA,AMPLIACION DEL GAS,,PLAZA PARQUE JARDIN,SN,02970,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco                                                                                                  ,0542,003,,19.46875745,-99.1594204,2016-10
9230066,09014722516001253000038496S8,LITTLE CAESARS PARROQUIA,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,6 a 10 personas,CALLE,PARROQUIA,CALLE,ELEFANTE,CALLE,LAS HUERTAS,CALLE,TIGRE,207,,,COLONIA,DEL VALLE,,,,,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez                                                                                                 ,0806,013,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.37098694,-99.17717865,2020-04
9300692,09017722517001781000004505S9,LITTLE CAESARS PIZZA,COPIZZA S DE RL DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,0 a 5 personas,AVENIDA,GENERAL FRANCISCO MORAZAN,CALLE,23,CALLE,25,AVENIDA,10,0,,,COLONIA,IGNACIO ZARAGOZA,,,,,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza                                                                                           ,1191,005,,19.41409973,-99.09332674,2020-11
9303039,09007722517007021000018998S5,LITTLE CAESARS PIZZAS,SIZZLING PLATTER DE MEXICO SA DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,0 a 5 personas,AVENIDA,TLAHUAC,CALLE,TIBERIADES,,MORELOS,CALLE,CÁRTAGO,4339,,,COLONIA,LOMAS ESTRELLAS 2 SECCION,,,,09890,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,4429,001,,19.32194025,-99.09523479,2020-11
9228681,09003722516001293000038496S7,LITTLE CAESARS PLAZA COPILCO,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,PEDRO ENRÍQUEZ UREÑA,CALLE,LAS FLORES,CALLE,PROFESORA AURORA REZA,PRIVADA,SEGUNDA PROFESORA AURORA REZA,546,,,COLONIA,LOS REYES COYOACAN,CENTRO Y PLAZA COMERCIAL,PLAZA COPILCO,SN,,09,Ciudad de México,003,Coyoacán,0001,Coyoacán                                                                                                      ,0446,001,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.3352072,-99.15706595,2020-04
9229803,09012722516001453000038496S8,LITTLE CAESARS PLAZA ESMERALDA,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALZADA,CALZADA DEL HUESO,AVENIDA,Sauzales,CALLE,Cebadales,CALLE,Florales,129,,,COLONIA,GRANJAS COAPA,CENTRO Y PLAZA COMERCIAL,PLAZA ESMERALDA,,04330,09,Ciudad de México,012,Tlalpan,0001,Tlalpan                                                                                                       ,2174,001,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.29975018,-99.11044855,2020-04
6763626,09006722517000773010018998S0,LITTLE CAESARS PLUTARCO,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,EJE VIAL,5 SUR (PLAYA VILLA DEL MAR),CALLE,Playa Pichilingue,AVENIDA,Presidente Plutarco Elías Calles,CALLE,Andador Norte,2,,,COLONIA,MILITAR MARTE,,,,08830,09,Ciudad de México,006,Iztacalco,0001,Iztacalco                                                                                                     ,0876,020,,19.38199321,-99.1339592,2016-10
9229373,09008722516000473000038496S5,LITTLE CAESARS SAN BERNABE,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,VICENTE GUERRERO,CALLE,ALUMNOS,AVENIDA,SAN JERONIMO,CALLE,ALVARO OBREGON,2677,11,,PUEBLO,SAN BERNABE OCOTEPEC,,,,,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras                                                                                        ,0550,029,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.31308999,-99.25908971,2020-04
6704580,09015722517002263011018998S1,LITTLE CAESARS SAN COSME,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,RIBERA DE SAN COSME,CALLE,Manuel María Contreras,CALLE,Gabino Barreda,CALLE,Joaquín García Icazbalceta,124,,,COLONIA,SAN RAFAEL,,,,06470,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc                                                                                                    ,0678,015,,19.44260221,-99.16361731,2016-01
9387972,09005722516001821000018998S0,LITTLE CAESARS SAN FELIPE,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,CALLE,TALPA,AVENIDA,Dolores Hidalgo,CALLE,Tultitlán,CALLE,Ayutla,105,,,COLONIA,SAN FELIPE DE JESUS,,,,07510,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,1044,029,,19.49373025,-99.07840926,2022-11
9229801,09012722516001433000038496S0,LITTLE CAESARS SAN FERNANDO,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,SAN FERNANDO,CALLE,LAS FLORES,CALLE,AYUNTAMIENTO,CALLE,INDEPENDENCIA,518,,,COLONIA,TLALPAN,,,,,09,Ciudad de México,012,Tlalpan,0001,Tlalpan                                                                                                       ,0375,001,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.29503693,-99.1782651,2020-04
9229678,09011722516000573000038496S6,LITTLE CAESARS SAN ISIDRO,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,TLÁHUAC TULYEHUALCO,CALLE,LAS GARZAS,CALLE,FRANCISCO VILLA,CERRADA,QUINTA CERRADA DE LAS GARZAS,8555,,A,COLONIA,SAN ISIDRO TLAHUAC,,,,,09,Ciudad de México,011,Tláhuac,0001,Tláhuac                                                                                                       ,1427,032,LTAPIA@PREMIER-ALIMENTOS.COM,19.25926708,-99.01010854,2020-04
9229333,09007722516002713000038496S4,LITTLE CAESARS SAN LORENZO,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,TLÁHUAC,CALLE,Ignacio Zaragoza,CALLE,Veracruz,CALLE,Flor de Tezonco,5040,,,COLONIA,SAN LORENZO,,,,09780,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,198A,015,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.31661387,-99.07322088,2020-04
9229806,09012722516001483000038496S5,LITTLE CAESARS SAN PEDRO MARTIR,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CARRETERA,FEDERAL MEXICO A CUERNAVACA,CALLE,LAUREL,PRIVADA,LIRIO (LIBRE A CUERNAVACA),CALLE,LA ESCONDIDA,5597,,A,COLONIA,SAN PEDRO MARTIR,,,,,09,Ciudad de México,012,Tlalpan,0001,Tlalpan                                                                                                       ,1123,010,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.26842508,-99.17079311,2020-04
9228683,09003722516001313000038496S3,LITTLE CAESARS SANTA ANA,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,SANTA ANA,CALLE,Ejido los Reyes,CALLE,Ejido San Pablo Tepetlapa,CALLE,Ejido Culhuacán,248,,,COLONIA,SAN FRANCISCO CULHUACAN,,,,04420,09,Ciudad de México,003,Coyoacán,0001,Coyoacán                                                                                                      ,0588,029,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.32968254,-99.12695003,2020-04
9229619,09010722516001513000038496S3,LITTLE CAESARS SANTA FE,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,VASCO DE QUIROGA,CALLE,Paso Mayor,CALLE,Cebada,CALLE,Callejón Cebada,1494,5,,COLONIA,SANTA FE,,,,01210,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón                                                                                                ,0328,016,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.38327148,-99.23464091,2020-04
9400727,09016722516001403000038496S4,LITTLE CAESARS TACUBAYA,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,MÁRTIRES DE LA CONQUISTA,AVENIDA,JALISCO,AVENIDA,TRÁNSITO,VIADUCTO,HEROES DE CHURUBUSCO,4,,,COLONIA,TACUBAYA,,,,,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo                                                                                                ,1194,003,LTAPIA@PREMIER-ALIMENTOS.COM,19.40059628,-99.18800017,2023-11
9228684,09003722516001323000038496S2,LITTLE CAESARS TAXQUENA,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALZADA,TAXQUEÑA,EJE VIAL,2 ORIENTE (HEROICA ESCUELA NAVAL MILITAR),CALLE,EJIDO SANTA ISABEL TOLA,CALLE,EJIDO SAN ANTONIO TOMATLÁN,1803,,,COLONIA,EX EJIDO DE SAN FRANCISCO CULHUACAN,,,,,09,Ciudad de México,003,Coyoacán,0001,Coyoacán                                                                                                      ,0516,007,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.33773351,-99.12404116,2020-04
9387984,09005722516001841000018998S8,LITTLE CAESARS TEMOLUCO,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,BOULEVARD,TEMOLUCO,CALLE,Calle de las Cordilleras,CALLE,Calle de las Confluencias,CALLE,Acueducto de Guadalupe,60,,,COLONIA,RESIDENCIAL ACUEDUCTO DE GUADALUPE,,,,07270,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,039A,012,,19.52332378,-99.14667688,2022-11
9387985,09007722516002961000018998S9,LITTLE CAESARS TEPALCATES,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,CALZADA,GENERAL IGNACIO ZARAGOZA,CERRADA,Bugambilia,CALLE,Bustamante,CALLE,Cadetes,1315,,,COLONIA,TEPALCATES,,,,09210,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,0021,006,,19.39612529,-99.05592023,2022-11
9387956,09007722516002921000018998S3,LITTLE CAESARS TEZONTLE,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,CALLE,PARADERO,CALLE,Escobillera,CALLE,Portal de las Flores,EJE VIAL,5 Oriente (Avenida Javier Rojo Gómez),,,,COLONIA,CENTRAL DE ABASTOS,,,,09410,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,2403,023,,19.38127925,-99.07977368,2022-11
9229677,09011722516000563000038496S7,LITTLE CAESARS TLAHUAC FG,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,TLÁHUAC,ANDADOR,MANUEL M. FLORES,CALLE,JUAN DE DIOS PEZA,CALLE,MANUEL M. FLORES,5812,2,,COLONIA,SANTA ANA PONIENTE,,,,,09,Ciudad de México,011,Tláhuac,0001,Tláhuac                                                                                                       ,1342,021,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.29980688,-99.04360408,2020-04
9387983,09007722516002951000018998S0,LITTLE CAESARS TORO,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,EJE VIAL,3 ORIENTE (AVENIDA 5),AVENIDA,Agustín Yáñez,CALLE,Alfonso Toro,CALLE,Subteniente Mario Fernando López Portillo,276,,,COLONIA,ESCUADRON 201,,,,09060,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa                                                                                                    ,5446,016,,19.36642648,-99.10926191,2022-11
6714029,09006722517000763010018998S1,LITTLE CAESARS UPIICSA,SIZZLING PLATTER DE MEXICO SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,CALLE,RESINA,EJE VIAL,4 Sur (Avenida Te),CALLE,Canela,ANDADOR,4,846,,,COLONIA,GRANJAS MÃ¿XICO,,,,08400,09,Ciudad de México,006,Iztacalco,0001,Iztacalco                                                                                                     ,1094,008,,19.39675008,-99.09532575,2016-01
6722646,09013722517001233010038496M0,LITTLE CAESARS XOCHIMILCO,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,PROLONGACION DIVISION DEL NORTE,CALLE,LA NORIA,CALLE,MAJUELOS,CALLE,PASEO DE LOS CEDROS,5115,,,COLONIA,PASEOS DEL SUR,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,SN,,09,Ciudad de México,013,Xochimilco,0001,Xochimilco                                                                                                    ,1065,045,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.27447552,-99.1204473,2016-01
9298721,09003722516001371000038496S1,LITTLE CAESARSS,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,0 a 5 personas,CALLE,MARIANO MATAMOROS,CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),CALLE,MARIANO MATAMOROS,0,0,,COLONIA,COL.DEL CARMEN,,,,04100,09,Ciudad de México,003,Coyoacán,0001,Coyoacán                                                                                                      ,0018,027,,19.35853837,-99.16924391,2020-11
9230067,09014722516001263000038496S7,LITTLE CASEARS DIVISION DEL NORTE,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,6 a 10 personas,AVENIDA,DIVISIÓN DEL NORTE,EJE VIAL,7-A SUR (GENERAL EMILIANO ZAPATA),CALLE,PROLONGACIÓN REPÚBLICAS,CERRADA,EMILIANO ZAPATA,2001,,,COLONIA,SANTA CRUZ ATOYAC,,,,,09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez                                                                                                 ,0844,027,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.36586927,-99.15558215,2020-04
9228682,09003722516001303000038496S4,LITTLE CASEARS IMAN,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,AVENIDA DEL IMÁN,CERRADA,Quinta Del Imán,CERRADA,Cuarta del Imán,CALLE,Ninguno,9,,,COLONIA,PEDREGAL DE LA ZORRA,,,,04660,09,Ciudad de México,003,Coyoacán,0001,Coyoacán                                                                                                      ,1656,022,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.30631736,-99.16184976,2020-04
9229804,09012722516001463000038496S7,LITTLE CASEARS MIRAMONTES,PREMIER CAESARS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,EJE VIAL,2 ORIENTE (AVENIDA CANAL DE MIRAMONTES),CALLE,CANNES,CALLE,SAN REMO,CALLE,CARRARA,3255,,,COLONIA,ACOXPA,,,,,09,Ciudad de México,012,Tlalpan,0001,Tlalpan                                                                                                       ,0248,009,LTAPIA@PREMIER-ALIMENTOS.COM.MX,19.2978826,-99.12527816,2020-04
9229374,09008722517000763000000000U7,PIZZERIA LITTLE CAESARS,PREMIUM CAESARS ,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,MEXICO,CALLE,5 DE MAYO,AVENIDA,LA VENTA,OTRO(ESPECIFIQUE),,1295,0,,COLONIA,LA CRUZ,,,,10800,09,Ciudad de México,008,La Magdalena Contreras,0001,La Magdalena Contreras                                                                                        ,0334,005,,19.30833305,-99.23202547,2020-04
6727941,10005722517002213010011463S4,LITTLE CAESARS PIZZA GUADIANA SUC28,CAFREMA FOODS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,SAHUATOBA,CALLE,RUBÍ,AVENIDA,LA SALLE,CALLE,NINGUNO,420,,,CIUDAD INDUSTRIAL,ESMERALDA,,,,,10,Durango,005,Durango,0001,Victoria de Durango                                                                                           ,3804,027,CRUZ.CORRAL@CAFREMA.COM,24.00897837,-104.6933854,2016-01
6855198,10005722517002233010011463S2,LITTLE CAESARS PIZZA JARDINES SUC NO 30,CAFREMA FOODS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,BOULEVARD,FRANCISCO VILLA,CALLE,NARANJA,CALLE,MANDARINA,CALLE,TORONJA,200,28,,FRACCIONAMIENTO,LA GLORIETA,CENTRO Y PLAZA COMERCIAL,PLAZA JARDINES,22,,10,Durango,005,Durango,0001,Victoria de Durango                                                                                           ,0034,049,CRUZ.CORRAL@CAFREMA.COM,24.04061294,-104.6312449,2018-11
6724332,10005722517002183010011463S9,LITTLE CAESARS PIZZA LAS PEÑAS SUC NO 29,CAFREMA FOODS SA DE CV,722516,Restaurantes de autoservicio,11 a 30 personas,PROLONGACION,PINO SUÁREZ,CALLE,PREDIO LOS ARROYOS,CALLE,PREDIO DE LAS PEÑAS,CALLE,PREDIO OJO DE AGUA,220,,,FRACCIONAMIENTO,VILLA SAN FRANCISCO,,,,,10,Durango,005,Durango,0001,Victoria de Durango                                                                                           ,372A,018,CRUZ.CORRAL@CAFREMA.COM,24.0287633,-104.6232584,2016-01
11666045,11003722517001023000000000S2,LITTLE CAESARS,LITTLE CAESARS SA DE CV,722517,Restaurantes con servicio de preparación de pizzas  hamburguesas  hot dogs y pollos rostizados para llevar,11 a 30 personas,CALZADA,CALZADA DE LA ESTACION,AVENIDA,OLIMPO,CALLE,HERMANOS ALAMA,CALLE,NIÑOS HEROES,151,,,COLONIA,CENTRO,,,,37700,11,Guanajuato,003,San Miguel de Allende,0001,San Miguel de Allende                                                                                         ,0547,024,,20.91509123,-100.7583237,2024-11
